post_id,week,type,theme,slide,role,layer,copy,char_len,overflow_risk
IG-PROOF-02,Week 24 · Jun 8–14,Carousel,dark,10,cta,section_eyebrow,Apply this week,15,
IG-PROOF-02,Week 24 · Jun 8–14,Carousel,dark,10,cta,headline,Open briefs. Every Tuesday.,27,
IG-PROOF-02,Week 24 · Jun 8–14,Carousel,dark,10,cta,body,"Composers: apply once, get matched for life. Supervisors: shortlist in 48h.",75,
IG-PROOF-02,Week 24 · Jun 8–14,Carousel,dark,10,cta,cta_text,Work with us,12,
IG-PROOF-02,Week 24 · Jun 8–14,Carousel,dark,10,cta,footer_label,Apply,5,
STANDALONE-IG-02,Week 24 · Jun 8–14,Single,light,1,hook,eyebrow,Education · Sync 101,20,
STANDALONE-IG-02,Week 24 · Jun 8–14,Single,light,1,hook,headline,Stems close deals.,18,
STANDALONE-IG-02,Week 24 · Jun 8–14,Single,light,1,hook,body,Music supervisors will often shortlist your track — then ask for stems before confirming the placement.,103,
STANDALONE-IG-02,Week 24 · Jun 8–14,Single,light,1,hook,cta,Always export your stems. Always.,33,
STANDALONE-IG-02,Week 24 · Jun 8–14,Single,light,1,hook,brand__domain,syncmaster.live,15,
STANDALONE-IG-02,Week 24 · Jun 8–14,Single,light,1,hook,brand__sub,Sync Licensing Infrastructure,29,
STANDALONE-IG-02,Week 24 · Jun 8–14,Single,light,1,hook,pillar,Education,9,
STANDALONE-IG-02,Week 24 · Jun 8–14,Single,light,1,hook,geo,2026 · Q2 · Lagos · Cape Town · Nairobi,39,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,1,hook,counter,01 / 10,7,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,1,hook,top_eyebrow,Education · Why your SoundCloud link isn't enough,49,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,1,hook,headline,Sending a SoundCloud link to a music supervisor is like sending a screenshot of,79,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,1,hook,body,your CV to a hiring manager.,28,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,1,hook,footer_label,Written by,10,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,2,body,counter,02 / 10,7,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,2,body,section_eyebrow,Education · 2/13,16,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,2,body,stat_number,Here's what a supervisor actually needs to move your track forward:,67,YES
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,2,body,body,It tells them you exist. That's all. ↓,38,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,2,body,footer_label,Education,9,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,3,body,counter,03 / 10,7,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,3,body,section_eyebrow,Education · 3/13,16,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,3,body,stat_number,✓ High-quality WAV or AIFF | Not a stream.,40,YES
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,3,body,body,"Not a download link. A file, ready immediately.",47,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,3,body,footer_label,Education,9,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,4,body,counter,04 / 10,7,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,4,body,section_eyebrow,Education · 4/13,16,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,4,body,stat_number,✓ Proper file naming | Format:,28,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,4,body,body,"ArtistName_TrackTitle_BPM_Key.wav | ""finalfinalv3_mixdown.wav"" doesn't cut it.",76,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,4,body,footer_label,Education,9,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,5,body,counter,05 / 10,7,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,5,body,section_eyebrow,Education · 5/13,16,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,5,body,stat_number,"✓ Embedded metadata | Title, composer, ISRC, mood, genre, BPM — inside the file,",78,YES
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,5,body,body,not in an email.,16,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,5,body,footer_label,Education,9,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,6,body,counter,06 / 10,7,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,6,body,section_eyebrow,Education · 6/13,16,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,6,body,stat_number,"✓ Rights status confirmed | One-stop or clearly defined split, documented before",78,YES
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,6,body,body,you pitch. · ✓ Stems available | Not now. But ready when they ask.,64,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,6,body,footer_label,Education,9,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,7,body,counter,07 / 10,7,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,7,body,section_eyebrow,Education · 8/13,16,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,7,body,stat_number,"✓ Response within 24 hours | If you respond in 3 days, the slot is filled.",72,YES
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,7,body,footer_label,Education,9,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,8,list,counter,08 / 10,7,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,8,list,section_eyebrow,Education · 9/13,16,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,8,list,stat_number,Here's what you need to know:,29,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,8,list,body,SoundCloud tells a supervisor: · A track exists · You have a profile · That's not enough to move a placement forward.,117,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,8,list,footer_label,Education,9,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,9,list,counter,09 / 10,7,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,9,list,section_eyebrow,Education · 11/13,17,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,9,list,stat_number,Here's what you need to know:,29,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,9,list,body,Why streaming links fail supervisors every time · The file format issue — and what broadcast spec actually means · What proper metadata looks like inside a file · How to handle the rights conversation before it becomes a problem · Save this before your next outreach.,267,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,9,list,footer_label,Education,9,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,10,cta,counter,END · 10 / 10,13,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,10,cta,section_eyebrow,Apply this week,15,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,10,cta,headline,Open briefs. Every Tuesday.,27,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,10,cta,body,"Composers: apply once, get matched for life. Supervisors: shortlist in 48h.",75,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,10,cta,cta_text,Apply now,9,
IG-EDU-05,Week 25 · Jun 15–21,Carousel,dark,10,cta,footer_label,Apply,5,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,1,hook,counter,01 / 10,7,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,1,hook,top_eyebrow,Behind the Scenes · Anatomy of a sync brief,43,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,1,hook,headline,The brief said:,15,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,1,hook,footer_label,Written by,10,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,2,body,counter,02 / 10,7,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,2,body,section_eyebrow,Behind the Scenes · 1/11,24,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,2,body,stat_number,"""90 seconds.",12,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,2,body,body,"Orchestral. Afrofusion influence. Hopeful. No vocals. One-stop only."" · Every word in a sync brief is a specification. Not a suggestion. ↓",138,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,2,body,footer_label,Behind the Scenes,17,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,3,proof,counter,03 / 10,7,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,3,proof,section_eyebrow,Behind the Scenes · 3/11,24,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,3,proof,headline,"The work, in numbers.",21,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,3,proof,footer_label,Proof,5,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,4,body,counter,04 / 10,7,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,4,body,section_eyebrow,Behind the Scenes · 4/11,24,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,4,body,stat_number,🎻 ORCHESTRAL | Real strings or a convincing orchestral arrangement.,65,YES
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,4,body,body,Bedroom synth pads don't make the shortlist here.,49,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,4,body,footer_label,Behind the Scenes,17,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,5,body,counter,05 / 10,7,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,5,body,section_eyebrow,Behind the Scenes · 5/11,24,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,5,body,stat_number,"🌍 AFROFUSION INFLUENCE | The tonal and rhythmic language of African music — not pastiche, not performed.",102,YES
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,5,body,body,Authentic.,10,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,5,body,footer_label,Behind the Scenes,17,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,6,body,counter,06 / 10,7,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,6,body,section_eyebrow,Behind the Scenes · 6/11,24,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,6,body,stat_number,😌 HOPEFUL | Not happy.,20,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,6,body,body,"Not triumphant. Hopeful is quieter, more complex. The distinction matters enormously to the picture edit.",105,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,6,body,footer_label,Behind the Scenes,17,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,7,body,counter,07 / 10,7,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,7,body,section_eyebrow,Behind the Scenes · 7/11,24,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,7,body,stat_number,🚫 NO VOCALS | Not even background vocals.,39,YES
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,7,body,body,Not even a hum. Fully instrumental or the track is out.,55,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,7,body,footer_label,Behind the Scenes,17,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,8,body,counter,08 / 10,7,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,8,body,section_eyebrow,Behind the Scenes · 8/11,24,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,8,body,stat_number,✅ ONE-STOP ONLY | You control both master and publishing.,55,YES
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,8,body,body,"If you need a label involved, the track is disqualified.",56,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,8,body,footer_label,Behind the Scenes,17,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,9,list,counter,09 / 10,7,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,9,list,section_eyebrow,Behind the Scenes · 9/11,24,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,9,list,stat_number,Here's what you need to know:,29,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,9,list,body,Where sync briefs come from and who writes them · Why duration is always absolute · How to read instrumentation and influence language · Mood vocabulary — the most misread field in any brief · Save this for when your first brief arrives.,237,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,9,list,footer_label,Behind the Scenes,17,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,10,cta,counter,END · 10 / 10,13,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,10,cta,section_eyebrow,Apply this week,15,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,10,cta,headline,Open briefs. Every Tuesday.,27,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,10,cta,body,"Composers: apply once, get matched for life. Supervisors: shortlist in 48h.",75,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,10,cta,cta_text,Apply now,9,
IG-EDU-06,Week 25 · Jun 15–21,Carousel,dark,10,cta,footer_label,Apply,5,
IG-PROOF-03,Week 25 · Jun 15–21,Single,light,1,hook,eyebrow,Proof · Composer Win,20,
IG-PROOF-03,Week 25 · Jun 15–21,Single,light,1,hook,headline,Composer. South Africa-based. 7 years making music. Zero prior placements.,74,
IG-PROOF-03,Week 25 · Jun 15–21,Single,light,1,hook,body,Until two weeks ago.,20,
IG-PROOF-03,Week 25 · Jun 15–21,Single,light,1,hook,cta,Ready to be next? Apply at the link in bio.,43,
IG-PROOF-03,Week 25 · Jun 15–21,Single,light,1,hook,brand__domain,syncmaster.live,15,
IG-PROOF-03,Week 25 · Jun 15–21,Single,light,1,hook,brand__sub,Sync Licensing Infrastructure,29,
IG-PROOF-03,Week 25 · Jun 15–21,Single,light,1,hook,pillar,Proof,5,
IG-PROOF-03,Week 25 · Jun 15–21,Single,light,1,hook,geo,2026 · Q2 · Lagos · Cape Town · Nairobi,39,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,1,hook,counter,01 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,1,hook,top_eyebrow,Proof · The vetting milestone — detailed feedback,49,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,1,hook,headline,20 applications. 6 vetted.,26,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,1,hook,footer_label,Written by,10,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,2,body,counter,02 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,2,body,section_eyebrow,Proof · 1/12,12,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,2,body,stat_number,Here's the detailed feedback we gave the 14 who didn't make it — because rejection without explanation is useless.,114,YES
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,2,body,body,↓ · All 20 composers were genuinely talented.,45,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,2,body,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,3,body,counter,03 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,3,body,section_eyebrow,Proof · 3/12,12,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,3,body,stat_number,"The 14 we didn't accept were rejected for readiness, not music.",63,YES
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,3,body,body,THE BREAKDOWN:,14,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,3,body,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,4,list,counter,04 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,4,list,section_eyebrow,Proof · 5/12,12,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,4,list,stat_number,Here's what you need to know:,29,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,4,list,body,9/14 had rights issues · Labels holding masters with no clear route to clearance · Uncleared samples embedded in commercial-quality work · Publishing registered with the wrong entity,182,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,4,list,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,5,list,counter,05 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,5,list,section_eyebrow,Proof · 6/12,12,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,5,list,stat_number,Here's what you need to know:,29,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,5,list,body,"8/14 had metadata problems · No ISRC codes assigned · No BPM, key, or mood data · Files with no embedded information",116,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,5,list,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,6,list,counter,06 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,6,list,section_eyebrow,Proof · 7/12,12,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,6,list,stat_number,Here's what you need to know:,29,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,6,list,body,6/14 had file issues · Only MP3 available · No stems exported or accessible · Files not named to any standard,109,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,6,list,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,7,body,counter,07 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,7,body,section_eyebrow,Proof · 8/12,12,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,7,body,stat_number,2/14 had response issues | → 3+ day reply time in the response-time test scenario,79,YES
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,7,body,body,Most of these overlap. Most are fixable.,40,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,7,body,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,8,list,counter,08 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,8,list,section_eyebrow,Proof · 10/12,13,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,8,list,stat_number,Here's what you need to know:,29,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,8,list,body,What each rejection reason actually means · How to fix rights issues (and what takes longest) · The metadata checklist you need on every file · File format requirements for sync,177,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,8,list,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,9,body,counter,09 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,9,body,section_eyebrow,Proof · 11/12,13,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,9,body,stat_number,Come back when you've fixed it. The application stays open.,59,YES
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,9,body,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,10,cta,counter,END · 10 / 10,13,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,10,cta,section_eyebrow,Apply this week,15,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,10,cta,headline,Open briefs. Every Tuesday.,27,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,10,cta,body,"Composers: apply once, get matched for life. Supervisors: shortlist in 48h.",75,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,10,cta,cta_text,Work with us,12,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,10,cta,footer_label,Apply,5,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,1,hook,counter,01 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,1,hook,counter_small,01 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,1,hook,top_eyebrow,Education · 5 reasons African music gets rejected in sync,57,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,1,hook,headline,It's not your sound.,20,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,1,hook,footer_label,Written by,10,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,2,body,counter,02 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,2,body,section_eyebrow,Education · 1/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,2,body,body,↓,1,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,2,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,2,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,3,body,counter,03 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,3,body,section_eyebrow,Education · 2/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,3,body,body,"Productions carry full liability for anything they broadcast. | They won't risk it, no matter how good the track is.",114,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,3,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,3,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,4,body,counter,04 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,4,body,section_eyebrow,Education · 3/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,4,body,body,You own publishing. | Two separate negotiations for one placement. | Most supervisors have 20 other options. They move on.,118,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,4,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,4,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,5,body,counter,05 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,5,body,section_eyebrow,Education · 4/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,5,body,body,"No ISRC. No mood categorisation. | Your track doesn't show up in a search. | You're invisible even when you're technically ""in the library.""",136,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,5,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,5,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,6,body,counter,06 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,6,body,section_eyebrow,Education · 5/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,6,body,body,"SoundCloud links. Google Drive folders. | Supervisors need lossless files, properly named, ready immediately.",107,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,6,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,6,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,7,body,counter,07 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,7,body,section_eyebrow,Education · 6/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,7,body,body,"If you respond in 3 days, the slot is filled. | This is not a relationship business at that stage. It's a logistics business.",123,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,7,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,7,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,8,list,counter,08 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,8,list,section_eyebrow,Education · 7/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,8,list,body,Why none of this is about your sound · The sample clearance issue and what to do about it · Rights splits — how to protect yourself before signing anything · The metadata checklist for every file in your catalogue,213,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,8,list,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,8,list,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,9,body,counter,09 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,9,body,section_eyebrow,Education · 8/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,9,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,9,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,counter,END · 10 / 10,13,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,counter_small,10 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,section_eyebrow,Apply this week,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,headline,Open briefs. Every Tuesday.,27,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,body,"Composers: apply once, get matched for life. Supervisors: shortlist in 48h.",75,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,cta_text,Apply now,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,footer_label,Apply,5,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,footer_domain,syncmaster.live,15,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,1,hook,counter,01 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,1,hook,top_eyebrow,Education · ISRC codes explained,32,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,1,hook,headline,Your track has no ISRC code?,28,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,1,hook,footer_label,Written by,10,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,2,body,counter,02 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,2,body,section_eyebrow,Education · 1/14,16,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,2,body,stat_number,That's the first thing we fix at SyncMaster.,44,YES
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,2,body,body,Here's exactly why it matters more than almost anything else in your catalogue. ↓ · ISRC = International Standard Recording Code,128,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,2,body,footer_label,Education,9,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,3,body,counter,03 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,3,body,section_eyebrow,Education · 3/14,16,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,3,body,stat_number,A unique identifier assigned to each individual recording.,58,YES
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,3,body,body,Think of it as a barcode for your music. · Why it matters for sync specifically:,80,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,3,body,footer_label,Education,9,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,4,list,counter,04 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,4,list,section_eyebrow,Education · 5/14,16,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,4,list,stat_number,Here's what you need to know:,29,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,4,list,body,"It identifies your recording in global licensing databases · It links your track to royalty collection societies worldwide (SAMRO, COSON, SOCAN, PRS, ASCAP, and more) · Without it, performance royalties from any placement can't reach you · Without it, your track can't be properly catalogued in sync libraries",309,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,4,list,footer_label,Education,9,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,5,body,counter,05 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,5,body,section_eyebrow,Education · 6/14,16,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,5,body,stat_number,A placement without an ISRC = money you'll never collect.,57,YES
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,5,body,body,HOW TO GET ONE:,15,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,5,body,footer_label,Education,9,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,6,list,counter,06 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,6,list,section_eyebrow,Education · 8/14,16,
